Species,Temperature,ID,SMILES,logki,logki-class
B,1,511,[O-][N+](=O)c1ccc(OCCSP(C)(=O)OCC)cc1,5.82,0
B,1,512,CP(=O)(OCC)SCCOc1cccc(O)c1,5.01,0
B,1,513,CP(=O)(OCC)SCCOc1ccc(O)cc1,5.74,0
B,1,514,COc1ccc(cc1)N(C)CCSP(=O)(OCC)OCC,4.7,0
B,1,515,Cc1ccc(cc1)N(C)CCSP(=O)(OCC)OCC,4.27,0
B,1,516,Cc1cc(ccc1)N(C)CCSP(=O)(OCC)OCC,3.98,0
B,1,517,CN(CCSP(=O)(OCC)OCC)c1ccccc1,3.82,0
B,1,518,COc1cccc(c1)N(C)CCSP(=O)(OCC)OCC,3.98,0
B,1,519,CN(CCSP(=O)(OCC)OCC)c1ccc(Cl)cc1,3.82,0
B,1,520,CN(CCSP(=O)(OCC)OCC)c1cc(Cl)ccc1,3.3,1
B,1,521,COc1ccc(cc1)[N+](C)(C)CCSP(=O)(OCC)OCC,7.46,0
B,1,522,Cc1ccc(cc1)[N+](C)(C)CCSP(=O)(OCC)OCC,7.38,0
B,1,523,Cc1cc(ccc1)[N+](C)(C)CCSP(=O)(OCC)OCC,7.5,0
B,1,524,C[N+](C)(CCSP(=O)(OCC)OCC)c1ccccc1,7.4,0
B,1,525,COc1cccc(c1)[N+](C)(C)CCSP(=O)(OCC)OCC,7.63,0
B,1,526,C[N+](C)(CCSP(=O)(OCC)OCC)c1ccc(Cl)cc1,7.35,0
B,1,527,C[N+](C)(CCSP(=O)(OCC)OCC)c1cc(Cl)ccc1,7.59,0
B,1,539,FP(=O)(C)OCCCCC,8.98,0
B,1,540,CC(C)(C)COP(C)(F)=O,7.13,0
B,1,541,CP(=O)(CC)SCCN(C)C,5.23,0
B,1,542,CP(=O)(CCC)SCCN(C)C,6.1,0
B,1,543,CP(=O)(SCCN(C)C)C(C)C,6.03,0
B,1,544,CP(=O)(CCCC)SCCN(C)C,5.15,0
B,1,545,CP(=O)(CC(C)C)SCCN(C)C,5.88,0
B,1,546,CP(=O)(CCCCC)SCCN(C)C,5.04,0
B,1,547,CP(=O)(CC(C)(C)C)SCCN(C)C,5.53,0
B,1,548,CP(=O)(SCCN(C)C)C(C)(C)C(C)C,4.6,0
B,1,549,CP(=O)(CC)SCC[N+](C)(C)C,5.38,0
B,1,550,CP(=O)(CCC)SCC[N+](C)(C)C,6.12,0
B,1,551,CP(=O)(SCC[N+](C)(C)C)C(C)C,6.5,0
B,1,552,CP(=O)(CCCC)SCC[N+](C)(C)C,6.54,0
B,1,553,CP(=O)(CC(C)C)SCC[N+](C)(C)C,6.92,0
B,1,554,CP(=O)(CCCCC)SCC[N+](C)(C)C,6.09,0
B,1,555,CP(=O)(CC(C)(C)C)SCC[N+](C)(C)C,6.48,0
B,1,556,CP(=O)(SCC[N+](C)(C)C)C(C)(C)C(C)C,5.36,0
B,2,190,CC(C)OP(C)(F)=O,7.76,0
B,2,250,FP(=O)(OC(C)C)OC(C)C,5.82,0
B,2,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,7.82,0
B,3,207,CC(C)OP(C)(=O)CSCC[N+](C)(C)C,3.09,1
B,3,208,O=P(C)(CSCC[N+](C)(C)C)OC1CCCC1,2.38,1
B,3,209,[O-][N+](=O)c1ccc(OP(C)(=O)SCCCC)cc1,2.97,1
B,3,256,CN(C)CCSP(C)(=O)OCC,6.22,0
B,3,286,[O-][N+](=O)c1ccc(OP(C)(=O)OC(C)C)cc1,6.03,0
B,3,528,BrCSP(=O)(OCC)OCC,4.53,0
B,3,529,BrCSP(=O)(OC(C)C)OC(C)C,4.26,0
B,3,530,BrCSP(=O)(OCCC)OCCC,5.85,0
B,3,531,BrCSP(=O)(OCCCC)OCCCC,6.28,0
B,3,532,CCCCCOP(=O)(OCCCCC)SCBr,6.18,0
B,3,533,CCOP(=O)(OCC)SC(Br)C(=O)OCC,6.52,0
B,3,534,CC(C)OP(=O)(OC(C)C)SC(Br)C(=O)OCC,5.07,0
B,3,535,CCCOP(=O)(OCCC)SC(Br)C(=O)OCC,6.24,0
B,3,536,CCCCOP(=O)(OCCCC)SC(Br)C(=O)OCC,6.6,0
B,3,537,CCCCCOP(=O)(OCCCCC)SC(Br)C(=O)OCC,6.78,0
B,3,538,CCCCCCOP(=O)(OCCCCCC)SC(Br)C(=O)OCC,6,0
G,1,189,CC(OP(C)(F)=O)C(C)(C)C,8.18,0
G,1,189,CC(OP(C)(F)=O)C(C)(C)C,8.14,0
G,1,190,CC(C)OP(C)(F)=O,7.46,0
G,1,190,CC(C)OP(C)(F)=O,6.85,0
G,1,191,N#CP(=O)(OCC)N(C)C,6.13,0
G,1,191,N#CP(=O)(OCC)N(C)C,6.28,0
G,1,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.51,0
G,1,228,O=P(C)(F)OC1CCCCC1,8.33,0
G,1,250,FP(=O)(OC(C)C)OC(C)C,4.3,0
G,2,257,COP(=O)(OC)O\C=C(\Cl)Cl,3.15,1
I,1,189,CC(OP(C)(F)=O)C(C)(C)C,7.95,0
I,1,190,CC(C)OP(C)(F)=O,7.18,0
I,1,191,N#CP(=O)(OCC)N(C)C,6.61,0
I,1,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.53,0
I,1,228,O=P(C)(F)OC1CCCCC1,8.16,0
O,2,189,CC(OP(C)(F)=O)C(C)(C)C,7.56,0
O,2,191,N#CP(=O)(OCC)N(C)C,6.65,0
O,2,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.15,0
O,2,250,FP(=O)(OC(C)C)OC(C)C,4.46,0
O,2,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,5.95,0
O,3,257,COP(=O)(OC)O\C=C(\Cl)Cl,4.42,0
O,3,668,O=P(OC)(OC)OC,-1.5,1
O,3,669,CNP(=O)(OC)OC,1.38,1
O,3,670,NP(=O)(OC)SC,4.62,0
O,3,671,O=C(C)NP(=O)(OC)SC,4.78,0
F,2,190,CC(C)OP(C)(F)=O,7.08,0
F,2,223,O=P(C)(C)Oc1ccc(cc1)[N+]([O-])=O,6.09,0
F,2,224,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CC)CC,6.17,0
F,2,225,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCC)CCC,5.45,0
F,2,226,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCCC)CCCC,4.9,0
F,2,227,O=P(Oc1ccc(cc1)[N+]([O-])=O)(C(C)C)C(C)C,4.36,0
F,6,250,FP(=O)(OC(C)C)OC(C)C,4.18,0
F,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,5.99,0
F,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.25,0
F,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,6.26,0
F,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,6.55,0
F,4,258,O=P(C)(OCCC)SCC,2.68,1
F,4,259,CP(=O)(OCC)SC(C)C,2.16,1
F,4,260,CCCCSP(C)(=O)OCC,3.07,1
F,4,261,CCOP(C)(=O)SCCCCC,4.32,0
F,4,262,CSP(C)(=O)OC1CCCC1,2.54,1
F,4,263,CP(=O)(SCCC)OC1CCCC1,4.03,0
F,4,264,CCOP(C)(=O)SCCNCCC,7.69,0
J,2,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.65,0
J,2,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.27,0
J,2,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.27,0
J,2,206,CCCCOP(C)(=O)SCCN(CC)CC,8.16,0
J,2,228,O=P(C)(F)OC1CCCCC1,8.68,0
K,2,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.75,0
K,2,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.29,0
K,2,228,O=P(C)(F)OC1CCCCC1,8.68,0
L,1,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.67,0
L,1,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.15,0
L,6,250,FP(=O)(OC(C)C)OC(C)C,3.48,1
L,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.72,0
L,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,5.03,0
L,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,5.45,0
L,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.71,0
H,5,194,CCC(=O)CNP1(=O)Oc2ccccc2O1,3.45,1
H,5,195,CCC(=O)C(C)NP1(=O)Oc2ccccc2O1,3.37,1
H,5,196,CCC(=O)C(NP1(=O)Oc2ccccc2O1)C(C)C,3.54,0
H,5,197,CCC(=O)C(CCCC)NP1(=O)Oc2ccccc2O1,3.42,1
H,5,198,CCC(=O)C(CC(C)C)NP1(=O)Oc2ccccc2O1,3.5,1
H,5,199,CCC(=O)C(NP1(=O)Oc2ccccc2O1)C(C)CC,3.56,0
H,5,200,CCC(=O)C(CC(=O)OCC)NP1(=O)Oc2ccccc2O1,3.36,1
H,5,201,CCC(=O)C(CC(N)=O)NP1(=O)Oc2ccccc2O1,3.56,0
H,5,202,CCC(=O)C(CCC(=O)OCC)NP1(=O)Oc2ccccc2O1,2.89,1
H,5,203,CCC(=O)C(CCSC)NP1(=O)Oc2ccccc2O1,3.34,1
H,5,204,CCC(=O)C(Cc1ccccc1)NP2(=O)Oc3ccccc3O2,3.53,0
N,5,194,CCC(=O)CNP1(=O)Oc2ccccc2O1,3.33,1
N,5,195,CCC(=O)C(C)NP1(=O)Oc2ccccc2O1,3.41,1
N,5,196,CCC(=O)C(NP1(=O)Oc2ccccc2O1)C(C)C,3.47,1
N,5,197,CCC(=O)C(CCCC)NP1(=O)Oc2ccccc2O1,3.61,0
N,5,198,CCC(=O)C(CC(C)C)NP1(=O)Oc2ccccc2O1,3.85,0
N,5,199,CCC(=O)C(NP1(=O)Oc2ccccc2O1)C(C)CC,3.54,0
N,5,200,CCC(=O)C(CC(=O)OCC)NP1(=O)Oc2ccccc2O1,3.28,1
N,5,201,CCC(=O)C(CC(N)=O)NP1(=O)Oc2ccccc2O1,3.47,1
N,5,202,CCC(=O)C(CCC(=O)OCC)NP1(=O)Oc2ccccc2O1,3.5,1
N,5,203,CCC(=O)C(CCSC)NP1(=O)Oc2ccccc2O1,3.53,0
N,5,204,CCC(=O)C(Cc1ccccc1)NP2(=O)Oc3ccccc3O2,3.55,0
N,2,253,CCOP(=O)(OCC)SCCN(CC)CC,6.84,0
N,2,638,O=S(=O)(N(C)C)c1ccc(OP(=O)(OC)OC)cc1,5.94,0
N,2,677,O=P(OC)(OC)OC(/C)=C/C(=O)N(C)C,4.69,0
N,2,678,CC(C(=O)\C=C(/C)OP(=O)(OC)OC)c1ccccc1,6.63,0
N,2,679,COP(=O)(OC)O\C=C(/Cl)Cl,6.84,0
N,2,680,O=P(OC)(OC)SC(=O)NC,5.97,0
N,3,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,7.43,0
N,3,284,[O-][N+](=O)c1ccc(OP(C)(=O)OCC)cc1,6.88,0
N,3,303,[O-][N+](=O)c1ccc(OP(=O)(OCC)CC)cc1,7.18,0
N,3,461,COP(=O)(OC)O\N=C(\Cl)CCl,4.4,0
N,3,462,CCOP(=O)(OCC)O\N=C(\Cl)CCl,5.51,0
N,3,464,CCCOP(=O)(O\N=C(\Cl)CCl)OCCC,4.27,0
N,3,465,CC(C)COP(=O)(O\N=C(\Cl)CCl)OCC(C)C,3.28,1
N,3,466,COP(=O)(OC)O\N=C(\Cl)C,3.76,0
N,3,467,CCOP(=O)(OCC)O\N=C(\Cl)C,4.57,0
N,3,468,CCCOP(=O)(O\N=C(\Cl)C)OCCC,3.76,0
N,3,469,CC(C)COP(=O)(O\N=C(\Cl)C)OCC(C)C,1.82,1
N,3,470,Cl\C(C)=N\OP(=O)(OCCCC)OCCCC,2.65,1
N,3,471,Cl\C(C)=N\OP(=O)(OCCCCC)OCCCCC,3.52,0
N,3,472,Cl\C(=N\OP(=O)(OCCCC)OCCCC)CCl,5.51,0
N,3,473,Cl\C(=N\OP(=O)(OCCCCC)OCCCCC)CCl,3.79,0
N,3,474,COP(=O)(OC)O\N=C(\Cl)C(Cl)Cl,5.5,0
N,3,475,CCOP(=O)(OCC)O\N=C(\Cl)C(Cl)Cl,6.2,0
N,3,476,CCCOP(=O)(O\N=C(\Cl)C(Cl)Cl)OCCC,5.42,0
N,3,477,Cl\C(=N\OP(=O)(OCCCC)OCCCC)C(Cl)Cl,5.21,0
N,3,478,Cl\C(=N\OP(=O)(OCCCCC)OCCCCC)C(Cl)Cl,4.08,0
N,3,479,CCOP(=O)(OCC)O\N=C(\Cl)CC,4.1,0
N,3,480,CCOP(=O)(OCC)O\N=C(\Cl)CCC,3.6,0
N,3,481,CCOP(=O)(OCC)O\N=C(\Cl)CCCC,3.96,0
N,3,639,Clc1cc(OP(N)(=O)OC)c(Cl)cc1Cl,7.04,0
N,3,640,Clc1cc(OP(=O)(NC)OC)c(Cl)cc1Cl,6.04,0
N,3,641,Clc1cc(OP(=O)(NCC)OC)c(Cl)cc1Cl,6,0
N,3,642,Clc1cc(OP(=O)(NCCC)OC)c(Cl)cc1Cl,5.87,0
N,3,643,Clc1cc(OP(=O)(NCCCC)OC)c(Cl)cc1Cl,5.83,0
N,3,644,Clc1cc(OP(=O)(NC(C)C)OC)c(Cl)cc1Cl,4.8,0
N,3,645,Clc1cc(OP(=O)(NC(C)(C)C)OC)c(Cl)cc1Cl,3.4,1
N,3,646,Clc1cc(OP(=O)(OC)N(C)C)c(Cl)cc1Cl,5.28,0
N,3,647,Clc1cc(OP(=O)(NCC)OCC)c(Cl)cc1Cl,6.63,0
N,3,648,Clc1cc(OP(=O)(NCC)OCCC)c(Cl)cc1Cl,6.8,0
N,3,649,Clc1cc(OP(=O)(NCC)OC(C)C)c(Cl)cc1Cl,6.37,0
N,3,650,CSc1ccc(OP(=O)(OCC)OCC)cc1,3.15,1
N,3,651,O=S(C)c1ccc(OP(=O)(OCC)OCC)cc1,4.18,0
N,3,652,COS(=O)c1ccc(cc1)OP(=O)(OCC)OCC,5.18,0
N,3,653,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCC)cc1,7,0
N,3,654,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCCC)cc1,6.6,0
N,3,655,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCCCC)cc1,5.94,0
N,3,656,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCCCCC)cc1,5.84,0
N,3,657,CC(C)P(=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,5.04,0
N,3,658,CC(C)CP(=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,5.59,0
N,3,659,CC(C)CCP(=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,5.69,0
N,3,660,CC(C)CCCP(=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,5.3,0
N,3,661,[O-][N+](=O)c1ccc(OP(=O)(OCC)CC=C)cc1,5.89,0
N,3,662,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCOCC)cc1,5.49,0
N,3,663,[O-][N+](=O)c1ccc(OP(=O)(OCC)CCl)cc1,5.43,0
N,3,664,CCl(C)P(=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,5.77,0
N,3,665,[O-][N+](=O)c1ccc(cc1)OP(=O)(OCC)C2CCCCC2,5.79,0
N,3,666,[O-][N+](=O)c1ccc(cc1)OP(=O)(OCC)CC2CCCCC2,5.28,0
N,3,667,[O-][N+](=O)c1ccc(cc1)OP(=O)(OCC)c2ccccc2,4.26,0
N,1,681,O=C(N)CSP(=O)(OCC)OCC,5.09,0
N,1,682,O=C(CSP(=O)(OCC)OCC)NC,4.37,0
N,1,683,O=C(CSP(=O)(OCC)OCC)NCC,4.69,0
N,1,684,O=C(CSP(=O)(OCC)OCC)NCCC,4.7,0
N,1,685,O=C(CSP(=O)(OCC)OCC)NC(C)C,4.53,0
N,1,686,O=C(CSP(=O)(OCC)OCC)NCCCC,4.75,0
N,1,687,O=C(CSP(=O)(OCC)OCC)N(C)C,5.09,0
N,1,688,O=C(CSP(=O)(OCC)OCC)N(CC)CC,6.14,0
N,1,689,O=C(CSP(=O)(OCC)OCC)N(CCC)CCC,4.4,0
N,1,690,O=C(CSP(=O)(OCC)OCC)N(C(C)C)C(C)C,6.47,0
N,1,691,O=C(CSP(=O)(OCC)OCC)N(CCCC)CCCC,4.56,0
N,1,692,COP(=O)(OC)SCC(=O)NC,5.09,0
N,1,693,O=C(CSP(=O)(OCCC)OCCC)NC,4.13,0
N,1,694,O=C(CSP(=O)(OC(C)C)OC(C)C)NC,2.87,1
N,1,695,O=P(OCCCC)(OCCCC)SCC(=O)NC,4.01,0
N,1,696,O=C(CCSP(=O)(OCC)OCC)NC,3.58,0
N,1,697,CC(SP(=O)(OCC)OCC)C(=O)NC,5.06,0
N,1,741,O=P(OC)(Sc1ccccc1)OC,4,0
N,1,742,Clc1ccccc1SP(=O)(OC)OC,4.75,0
N,1,743,Clc1cc(SP(=O)(OC)OC)ccc1,4.37,0
N,1,744,Clc1ccc(SP(=O)(OC)OC)cc1,5.64,0
N,1,745,O=P(OC)(Sc1ccccc1C)OC,5.58,0
N,1,746,O=P(OC)(Sc1cc(C)ccc1)OC,4.79,0
N,1,747,O=P(OC)(Sc1ccc(C)cc1)OC,5.18,0
C,2,223,O=P(C)(C)Oc1ccc(cc1)[N+]([O-])=O,5.92,0
C,2,224,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CC)CC,6.06,0
C,2,225,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCC)CCC,5.26,0
C,2,226,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCCC)CCCC,5.09,0
C,2,227,O=P(Oc1ccc(cc1)[N+]([O-])=O)(C(C)C)C(C)C,4.2,0
C,6,250,FP(=O)(OC(C)C)OC(C)C,4.38,0
C,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,6.18,0
C,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.6,0
C,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,4.97,0
C,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.62,0
C,1,428,Cl/C(=N\OP(=O)(OCCCC)OCCCC)CCl,5.96,0
C,1,461,COP(=O)(OC)O\N=C(\Cl)CCl,5.03,0
C,1,462,CCOP(=O)(OCC)O\N=C(\Cl)CCl,4.87,0
C,1,463,CC(C)OP(=O)(OC(C)C)O\N=C(\Cl)CCl,3.85,0
C,1,464,CCCOP(=O)(O\N=C(\Cl)CCl)OCCC,5.1,0
C,1,465,CC(C)COP(=O)(O\N=C(\Cl)CCl)OCC(C)C,5.9,0
M,6,250,FP(=O)(OC(C)C)OC(C)C,4.03,0
M,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.21,0
M,6,635,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,1.19,1
M,5,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.22,0
M,1,636,ClCCP(=O)(CCCl)Oc1ccc2c(c1)OC(=O)C(Cl)=C2C,5.4,0
M,1,637,C(N+)(C)(C)CCSP(=O)(OCC)OCC,6.54,0
E,6,250,FP(=O)(OC(C)C)OC(C)C,4.52,0
E,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,5.64,0
E,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.09,0
E,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,5.29,0
E,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,6.12,0
P,6,250,FP(=O)(OC(C)C)OC(C)C,3.77,0
P,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.79,0
P,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,5.04,0
P,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,6.05,0
P,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.82,0
Q,6,250,FP(=O)(OC(C)C)OC(C)C,2.78,1
Q,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.15,0
Q,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,4.6,0
Q,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,4.34,0
Q,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,4.61,0
R,1,741,O=P(OC)(Sc1ccccc1)OC,3.26,1
R,1,742,Clc1ccccc1SP(=O)(OC)OC,4.3,0
R,1,743,Clc1cc(SP(=O)(OC)OC)ccc1,4.22,0
R,1,744,Clc1ccc(SP(=O)(OC)OC)cc1,4.53,0
R,1,745,O=P(OC)(Sc1ccccc1C)OC,4.41,0
R,1,746,O=P(OC)(Sc1cc(C)ccc1)OC,3.94,0
R,1,747,O=P(OC)(Sc1ccc(C)cc1)OC,3.62,0